"","LAGOSLAKEI","Rowid_","A_1","A_2","A_3","buff_area_ha","GAP12_buff_ha","GAP123_buff_ha","GAP12_buff_pct","GAP123_buff_pct"
"50",974,NA,0,0,1567800,3488.86658367,0,156.78,0,0.0449372299685591
"51",977,NA,0,10894500,0,1127.09102309318,1089.45,1089.45,0.966603386663595,0.966603386663595
"52",1006,NA,0,0,3213000,1101.18008290083,0,321.3,0,0.291777889002134
"53",1009,NA,0,0,3600,1127.51842119356,0,0.36,0,0.000319285249121619
"54",1027,NA,0,0,8037900,1273.28954494611,0,803.79,0,0.631270399722021
"55",1037,NA,0,0,165600,1002.4176239902,0,16.56,0,0.0165200607049203
"56",1039,NA,266400,5400,26100,1226.01597592744,27.18,29.79,0.0221693685348914,0.0242982151822817
"57",1044,NA,0,0,598500,1487.59190342635,0,59.85,0,0.0402328083812155
"58",1050,NA,0,0,60300,2140.86672154568,0,6.03,0,0.00281661625140607
"59",1054,NA,0,2426400,49500,17898.9385610398,242.64,247.59,0.0135561111164518,0.0138326638283972
"60",1058,NA,0,1879200,9198000,14453.7784121941,187.92,1107.72,0.0130014446493423,0.0766387838812763
"61",1093,NA,0,0,2822400,1497.90122780853,0,282.24,0,0.188423638862306
"62",1106,NA,0,3301200,0,3417.79627246501,330.12,330.12,0.0965885540514995,0.0965885540514995
"63",1107,NA,0,2106900,0,1613.86918902874,210.69,210.69,0.130549614201878,0.130549614201878
"64",1109,NA,0,6300,0,9324.19121043451,0.63,0.63,6.7566181964928e-05,6.7566181964928e-05
"65",1110,NA,0,2509200,0,1853.86355910651,250.92,250.92,0.135349766582031,0.135349766582031
"66",1126,NA,0,0,20700,1088.32002043663,0,2.07,0,0.00190201407777973
"67",1131,NA,0,0,783900,954.876587437292,0,78.39,0,0.0820943785106135
"68",1140,NA,0,1038600,0,2213.52477590317,103.86,103.86,0.0469206403879635,0.0469206403879635
"69",1141,NA,0,23549400,0,7020.83708731944,2354.94,2354.94,0.335421541720906,0.335421541720906
"70",1153,NA,0,1130400,0,7657.40121034787,113.04,113.04,0.0147621884886014,0.0147621884886014
"71",1160,NA,0,45900,3794400,1553.69054064554,4.59,384.03,0.00295425625626382,0.247172773440739
"72",1161,NA,0,0,900,1974.53010442205,0,0.09,0,4.55804648399338e-05
"73",1185,NA,0,75600,0,1741.89635358347,7.56,7.56,0.00434009749457676,0.00434009749457676
"74",1188,NA,0,203400,0,8549.53188889443,20.34,20.34,0.00237907762253288,0.00237907762253288
"75",1207,NA,0,19800,0,2829.12079715199,1.98,1.98,0.000699864071549443,0.000699864071549443
"76",1208,NA,0,620100,0,1064.57460817327,62.01,62.01,0.0582486182968469,0.0582486182968469
"77",1219,NA,1995300,1674000,4044600,8119.40198012288,366.93,771.39,0.0451917519169862,0.0950057654354891
"78",1221,NA,0,4078800,0,1389.17433497644,407.88,407.88,0.293613256256219,0.293613256256219
"79",1222,NA,0,5035500,0,6806.52702547766,503.55,503.55,0.07398045994898,0.07398045994898
"80",1225,NA,0,4500,0,1327.17388775342,0.45,0.45,0.000339066345527443,0.000339066345527443
"81",1226,NA,2985300,3069000,3511800,1317.74221382334,605.43,956.61,0.459444945793599,0.725946235891209
"82",1232,NA,0,12223800,0,1588.59842534523,1222.38,1222.38,0.769470736277707,0.769470736277707
"83",1234,NA,0,887400,5400,2631.99159496627,88.74,89.28,0.0337159131395848,0.0339210809680204
"84",1236,NA,0,170100,0,2741.12000580603,17.01,17.01,0.00620549263219804,0.00620549263219804
"85",1241,NA,621000,455400,0,1283.60859924307,107.64,107.64,0.0838573378703402,0.0838573378703402
"86",1242,NA,0,20805300,0,3006.03162302179,2080.53,2080.53,0.69211846743933,0.69211846743933
"87",1263,NA,0,0,259200,1181.02306220302,0,25.92,0,0.0219470735411807
"88",1265,NA,1020600,2609100,394200,2372.0145897345,362.97,402.39,0.153021824389633,0.16964060918573
"89",1269,NA,0,4234500,4385700,2336.76011684294,423.45,862.02,0.181212438943925,0.368895375176389
"90",1275,NA,0,28800,0,2029.85533952582,2.88,2.88,0.00141882031882764,0.00141882031882764
"91",1278,NA,0,3630600,0,2048.79294445197,363.06,363.06,0.177206779720298,0.177206779720298
"92",1322,NA,0,15300,0,2513.49491840213,1.53,1.53,0.000608714180720385,0.000608714180720385
"93",1323,NA,0,0,2043900,1082.38087309374,0,204.39,0,0.188833713788565
"94",1338,NA,0,0,1038600,1800.61381792747,0,103.86,0,0.0576803304328432
"95",1345,NA,0,0,1800,1863.35523900889,0,0.18,0,9.65999376993414e-05
"96",1355,NA,0,4567500,0,1192.81416129234,456.75,456.75,0.382917989089886,0.382917989089886
"97",1357,NA,0,692100,0,1798.49957698833,69.21,69.21,0.0384820774414055,0.0384820774414055
"98",1360,NA,0,16200,449100,1875.25823169714,1.62,46.53,0.000863881023219863,0.0248125827224816
"99",1362,NA,0,1834200,11827800,9609.16839697247,183.42,1366.2,0.0190880201514409,0.142176715357642
"100",1370,NA,0,714600,0,2074.08778411421,71.46,71.46,0.034453700825647,0.034453700825647
"101",1388,NA,0,0,1147500,1449.32361722939,0,114.75,0,0.0791748638025804
"102",1389,NA,0,8220600,0,1357.88864539404,822.06,822.06,0.605395739030907,0.605395739030907
"103",1400,NA,0,0,1755000,1004.74951888993,0,175.5,0,0.17467039963741
"104",1406,NA,0,0,2258100,990.519459573435,0,225.81,0,0.227971291040809
"105",1414,NA,0,0,4148100,2405.63482648322,0,414.81,0,0.172432654962186
"106",1438,NA,0,1595700,0,2972.07183402576,159.57,159.57,0.053689819395737,0.053689819395737
"107",1442,NA,0,2494800,0,4568.7168670137,249.48,249.48,0.0546061415626901,0.0546061415626901
"108",1443,NA,0,1871100,0,1226.8856103624,187.11,187.11,0.152508105417205,0.152508105417205
"109",1456,NA,0,0,1792800,1569.39635175822,0,179.28,0,0.114235004942601
"110",1457,NA,0,0,135900,989.004200627478,0,13.59,0,0.0137410943162605
"111",1464,NA,0,5400,0,3058.48227038929,0.54,0.54,0.000176558159328898,0.000176558159328898
"112",1481,NA,0,0,1611900,1053.77203409888,0,161.19,0,0.15296477300979
"113",1482,NA,0,28800,0,1912.21416692171,2.88,2.88,0.00150610744853765,0.00150610744853765
"114",1484,NA,0,2655000,242100,1988.67170696237,265.5,289.71,0.133506198670439,0.145680153735642
"115",1491,NA,0,0,101700,1513.36043358985,0,10.17,0,0.00672014397513728
"116",1502,NA,0,900,0,1419.4754201843,0.09,0.09,6.34037044391475e-05,6.34037044391475e-05
"117",1513,NA,0,3600,34923600,3590.34093487199,0.36,3492.72,0.000100269029189796,0.972810121199403
"118",1514,NA,0,72900,0,1981.80814954015,7.29,7.29,0.00367845898791542,0.00367845898791542
"119",1517,NA,0,873900,0,1221.03826142726,87.39,87.39,0.0715702388374388,0.0715702388374388
"120",1527,NA,0,5507100,0,1598.16901703475,550.71,550.71,0.344588084320262,0.344588084320262
"121",1550,NA,0,244800,0,943.919120549122,24.48,24.48,0.0259344253835634,0.0259344253835634
"122",1558,NA,0,8054100,0,2520.99426848964,805.41,805.41,0.319481091276948,0.319481091276948
"123",1570,NA,0,0,2374200,2626.52146183359,0,237.42,0,0.0903933219088399
"124",1583,NA,0,6147000,0,1210.55716699881,614.7,614.7,0.507782710934631,0.507782710934631
"125",1588,NA,0,0,264600,2204.80722946204,0,26.46,0,0.0120010491830871
"126",1614,NA,0,5400,1719000,1079.67721722606,0.54,172.44,0.000500149481145287,0.159714400979062
"127",1620,NA,0,120600,1640700,9056.76574259955,12.06,176.13,0.0013316011855396,0.0194473397022462
"128",1627,NA,0,3995100,3735000,3763.31479686026,399.51,773.01,0.106159070278498,0.205406680473535
"129",1655,NA,0,0,2630700,1626.6550967642,0,263.07,0,0.161724510944765
"130",1665,NA,0,90900,0,1991.37690339027,9.09,9.09,0.00456468084194634,0.00456468084194634
"131",1669,NA,0,0,11863800,10650.7155649897,0,1186.38,0,0.111389698913732
"132",1675,NA,0,0,327600,1169.24459825033,0,32.76,0,0.0280180896700506
"133",1680,NA,0,0,10034100,1003.7883004004,0,1003.41,0,0.99962312730658
"134",1683,NA,0,0,433800,1038.08078530653,0,43.38,0,0.0417886551933342
"135",1684,NA,0,0,6159600,1003.54924277814,0,615.96,0,0.61378154030073
"136",1691,NA,0,4385700,1699200,2963.76377445527,438.57,608.49,0.147977380579398,0.205309885101028
"137",1697,NA,0,4610700,0,1354.24621241739,461.07,461.07,0.34046246227041,0.34046246227041
"138",1705,NA,0,327600,0,1051.04512276922,32.76,32.76,0.0311689758035186,0.0311689758035186
"139",1707,NA,0,0,19800,3527.35413108643,0,1.98,0,0.000561327251650278
"140",1743,NA,0,35100,0,1681.76792108932,3.51,3.51,0.00208708939918802,0.00208708939918802
"141",1752,NA,290700,5441400,0,1797.74796319995,573.21,573.21,0.318848921947712,0.318848921947712
"142",1759,NA,0,0,424800,1406.41763332639,0,42.48,0,0.0302043994567448
"143",1761,NA,534600,0,0,1208.15070384948,53.46,53.46,0.0442494465546912,0.0442494465546912
"144",1782,NA,0,45900,5021100,4695.01098118133,4.59,506.7,0.000977633496151077,0.107923070261384
"145",1785,NA,0,0,169200,1262.88829495083,0,16.92,0,0.0133978595475531
"146",1789,NA,0,89100,0,1042.38747046727,8.91,8.91,0.00854768524415008,0.00854768524415008
"147",1792,NA,0,7058700,0,9596.68336810085,705.87,705.87,0.0735535364588869,0.0735535364588869
"148",1796,NA,0,0,566100,1251.17270268235,0,56.61,0,0.0452455523355292
"149",1800,NA,0,7243200,0,1022.07598067913,724.32,724.32,0.708675297817601,0.708675297817601
"150",1803,NA,0,3242700,0,1677.4001858068,324.27,324.27,0.193317016859655,0.193317016859655
"151",1808,NA,0,900,0,1592.69788694082,0.09,0.09,5.65078918845482e-05,5.65078918845482e-05
"152",1810,NA,0,2054700,0,1090.92262148182,205.47,205.47,0.188345163950223,0.188345163950223
"153",1828,NA,0,1014300,6816600,1222.00021659243,101.43,783.09,0.0830032586105752,0.640826400328851
"154",1831,NA,0,0,862200,1121.06783411349,0,86.22,0,0.0769088161986025
"155",1832,NA,0,0,99900,1473.9251958239,0,9.99,0,0.0067778202233769
"156",1833,NA,0,0,878400,2291.50875182951,0,87.84,0,0.0383328232675828
"157",1854,NA,0,0,9217800,1091.69984955946,0,921.78,0,0.844352960543112
"158",1857,NA,0,819000,0,1401.85626729241,81.9,81.9,0.0584225372535404,0.0584225372535404
"159",1867,NA,4356000,28084500,0,8934.1211117077,3244.05,3244.05,0.363107905012485,0.363107905012485
"160",1872,NA,0,832500,0,1197.62430908641,83.25,83.25,0.0695126170773084,0.0695126170773084
"161",1898,NA,0,0,6117300,1094.99210624486,0,611.73,0,0.558661561586827
"162",1905,NA,0,558900,0,1505.89358010971,55.89,55.89,0.0371141764187135,0.0371141764187135
"163",1920,NA,0,0,20700,1315.33033857088,0,2.07,0,0.00157374914825508
"164",1922,NA,0,967500,107100,1133.72626361586,96.75,107.46,0.0853380600811251,0.0947847848715008
"165",1946,NA,0,0,3593700,1153.4899889612,0,359.37,0,0.311550168132485
"166",1950,NA,0,0,200700,1016.40528614334,0,20.07,0,0.0197460602316955
"167",1954,NA,0,0,470700,1406.0013908891,0,47.07,0,0.0334779185177297
"168",1958,NA,0,0,8378100,2185.32003558707,0,837.81,0,0.383380917374388
"169",1976,NA,0,2393100,0,1170.43925350859,239.31,239.31,0.204461700410874,0.204461700410874
"170",1985,NA,0,0,1962900,1521.41037293676,0,196.29,0,0.129018444656128
"171",1986,NA,0,2865600,0,2213.278820053,286.56,286.56,0.129473068374249,0.129473068374249
"172",1997,NA,0,0,1800,3783.26830423049,0,0.18,0,4.75779102948427e-05
"173",2008,NA,0,0,79200,1388.37670876846,0,7.92,0,0.00570450364802311
"174",2010,NA,0,13357800,0,1880.98384042338,1335.78,1335.78,0.710149641529794,0.710149641529794
"175",2013,NA,0,0,3333600,1541.55238405115,0,333.36,0,0.216249543933071
"176",2038,NA,0,69300,0,1438.42808512453,6.93,6.93,0.00481775910222167,0.00481775910222167
"177",2043,NA,0,10800,0,1465.36276638546,1.08,1.08,0.000737018863024604,0.000737018863024604
"178",2047,NA,0,5432400,35100,1382.40207312761,543.24,546.75,0.392968160682042,0.395507219374321
"179",2048,NA,0,928800,6300,1381.93791791651,92.88,93.51,0.0672099656546305,0.0676658472046135
"180",2051,NA,0,12600,0,3366.48972313748,1.26,1.26,0.00037427709680507,0.00037427709680507
"181",2058,NA,0,1800,0,1193.56955766904,0.18,0.18,0.000150808135850522,0.000150808135850522
"182",2062,NA,0,540000,9768600,4328.2415847706,54,1030.86,0.0124761982302478,0.238170624215431
"183",2108,NA,0,8100,0,1201.2125934555,0.81,0.81,0.000674318604727488,0.000674318604727488
"184",2110,NA,0,202500,0,2306.85836900135,20.25,20.25,0.00877817219822054,0.00877817219822054
"185",2119,NA,0,4149900,4024800,10002.9307410793,414.99,817.47,0.0414868412810009,0.0817230490902908
"186",2123,NA,0,0,9020700,957.900890224612,0,902.07,0,0.941715379122865
"187",2136,NA,0,9900,0,1061.84641204019,0.99,0.99,0.000932338225918995,0.000932338225918995
"188",2155,NA,0,1512000,2862000,2503.44513931207,151.2,437.4,0.0603967698854981,0.174719227168762
"189",2182,NA,0,0,1730700,1057.69575659258,0,173.07,0,0.163629284622975
"190",2187,NA,0,340200,0,1094.47437181484,34.02,34.02,0.0310834139894829,0.0310834139894829
"191",2195,NA,0,1431000,0,3755.63033884524,143.1,143.1,0.038102791566009,0.038102791566009
"192",2197,NA,0,119700,0,2560.81229416579,11.97,11.97,0.00467429808395985,0.00467429808395985
"193",2217,NA,0,182700,0,1296.43724210833,18.27,18.27,0.0140924677312482,0.0140924677312482
"194",2236,NA,0,1800,0,1380.41555972337,0.18,0.18,0.000130395516576234,0.000130395516576234
"195",2239,NA,0,3715200,1501200,1004.63805804485,371.52,521.64,0.369804823762126,0.519231772898567
"196",2245,NA,0,8583300,0,1225.33332000512,858.33,858.33,0.700486949947963,0.700486949947963
"197",2265,NA,0,16158600,0,2384.70965615664,1615.86,1615.86,0.677591922282158,0.677591922282158
"198",2267,NA,0,0,478800,1046.93318171503,0,47.88,0,0.0457335776878954
"199",2268,NA,0,0,3321000,1892.68223426043,0,332.1,0,0.175465270391661
"200",2273,NA,0,0,656100,1361.68393840405,0,65.61,0,0.048182987365554
"201",2289,NA,0,29700,0,1760.19780076587,2.97,2.97,0.00168731036858911,0.00168731036858911
"202",2292,NA,0,403200,0,1390.82730616306,40.32,40.32,0.0289899398878158,0.0289899398878158
"203",2299,NA,0,0,2325600,1240.00423560109,0,232.56,0,0.187547746469806
"204",2311,NA,0,486000,701100,2533.80005292323,48.6,118.71,0.0191806768430407,0.0468505791777235
"205",2313,NA,0,0,13228200,1323.27728321606,0,1322.82,0,0.999654431295801
"206",2317,NA,2169000,3445200,0,2543.07570029699,561.42,561.42,0.220764171485117,0.220764171485117
"207",2327,NA,0,0,11688300,3395.62817006589,0,1168.83,0,0.344216133646141
"208",2338,NA,0,7200,0,3158.63915833897,0.72,0.72,0.000227946265434962,0.000227946265434962
"209",2341,NA,0,0,1201500,1938.93933872223,0,120.15,0,0.0619668689992021
"210",2353,NA,0,7200,0,1699.40362364394,0.72,0.72,0.00042367804209817,0.00042367804209817
"211",2355,NA,0,0,1742400,1205.88992038914,0,174.24,0,0.144490800573051
"212",2360,NA,0,5621400,0,1173.44965657976,562.14,562.14,0.47904909839802,0.47904909839802
"213",2363,NA,0,148500,0,1596.10099444579,14.85,14.85,0.00930392252850914,0.00930392252850914
"214",2367,NA,0,1800,0,1714.68055941542,0.18,0.18,0.000104975821304796,0.000104975821304796
"215",2371,NA,0,29535300,9159300,5556.393019336,2953.53,3869.46,0.531555271508305,0.696397822568427
"216",2372,NA,0,0,9996300,1064.90983313504,0,999.63,0,0.938699192078205
"217",2373,NA,0,8100,0,1311.50276477849,0.81,0.81,0.00061761211775776,0.00061761211775776
"218",2381,NA,0,4388400,0,1090.13125343624,438.84,438.84,0.402557030281186,0.402557030281186
"219",2386,NA,188100,3525300,307800,7544.48455496487,371.34,402.12,0.0492200623242881,0.0532998639032766
"220",2391,NA,0,0,8609400,1941.36644212103,0,860.94,0,0.443471145539832
"221",2408,NA,0,0,1673100,847.723653872923,0,167.31,0,0.197363845205481
"222",2412,NA,3141900,977400,0,1338.52482160982,411.93,411.93,0.307749242561359,0.307749242561359
"223",2422,NA,0,5630400,2532600,1626.7454321795,563.04,816.3,0.346114388190194,0.501799472647867
"224",2428,NA,0,0,1263600,1371.42594269528,0,126.36,0,0.0921376766080879
"225",2433,NA,0,7200,0,1400.79696153346,0.72,0.72,0.000513993119468086,0.000513993119468086
"226",2434,NA,0,542700,4441500,4086.75974791946,54.27,498.42,0.013279469150989,0.121959701754854
"227",2435,NA,0,0,15467400,2577.72260574365,0,1546.74,0,0.600041290926173
"228",2443,NA,0,0,5229000,1271.72018516727,0,522.9,0,0.411175356103372
"229",2457,NA,0,34200,0,2185.01031420404,3.42,3.42,0.0015652100027939,0.0015652100027939
"230",2479,NA,0,52200,0,1048.94651529613,5.22,5.22,0.00497642150851354,0.00497642150851354
"231",2519,NA,0,0,2000700,992.773916640367,0,200.07,0,0.201526245448767
"232",2520,NA,0,1467000,10994400,2186.12439015571,146.7,1246.14,0.0671050561718269,0.57002245874547
"233",2521,NA,0,8100,417600,2175.91612161213,0.81,42.57,0.000372256996469088,0.0195641732588754
"234",2524,NA,0,0,2036700,8327.7428580648,0,203.67,0,0.0244568070209758
"235",2527,NA,0,10747800,11771100,8125.32807604922,1074.78,2251.89,0.132275274295458,0.277144501603305
"236",2528,NA,0,0,2071800,1137.31850303275,0,207.18,0,0.182165329630652
"237",2566,NA,0,0,1668600,1249.13601357103,0,166.86,0,0.133580329273335
"238",2567,NA,0,0,1800,1006.14770070466,0,0.18,0,0.00017890017526645
"239",2575,NA,0,6300,10198800,4858.9017611442,0.63,1020.51,0.000129658929315674,0.210028942787204
"240",2602,NA,2334600,5594400,850500,1163.60639617853,792.9,877.95,0.681415986199465,0.754507712301451
"241",2608,NA,0,0,510300,1247.91161003761,0,51.03,0,0.0408923192873106
"242",2614,NA,0,295200,1387800,1577.16043288335,29.52,168.3,0.0187171827193457,0.106710767332855
"243",2618,NA,0,0,3276900,1623.33149394425,0,327.69,0,0.201862651727285
"244",2625,NA,0,903600,0,1832.58116111242,90.36,90.36,0.0493075024001389,0.0493075024001389
"245",2629,NA,0,0,1007100,1180.33306403087,0,100.71,0,0.0853233744516763
"246",2637,NA,0,4840200,418500,2141.89432566813,484.02,525.87,0.225977535025692,0.245516314086113
"247",2638,NA,0,4380300,0,1551.90435933547,438.03,438.03,0.282253218353974,0.282253218353974
"248",2639,NA,0,929700,1533600,1566.39388834296,92.97,246.33,0.0593528873496499,0.157259295910931
"249",2644,NA,0,0,2123100,1243.64150547137,0,212.31,0,0.170716399433396
"250",2645,NA,0,0,8100,2877.8632428923,0,0.81,0,0.00028145882261797
"251",2656,NA,0,1402200,0,1902.33615233635,140.22,140.22,0.0737093703590655,0.0737093703590655
"252",2658,NA,0,3600,0,1383.21749270791,0.36,0.36,0.000260262758313756,0.000260262758313756
"253",2659,NA,0,0,153900,1216.6450480065,0,15.39,0,0.0126495398351531
"254",2666,NA,0,0,684000,1640.85422118981,0,68.4,0,0.0416856044349888
"255",2668,NA,0,0,3095100,1099.54871418889,0,309.51,0,0.281488210577661
"256",2676,NA,13500,7120800,0,1975.9062719265,713.43,713.43,0.361064697317048,0.361064697317048
"257",2677,NA,148500,3542400,125100,1063.31488091569,369.09,381.6,0.347112606645881,0.358877701092059
"258",2682,NA,0,3345300,0,1404.04200729385,334.53,334.53,0.238262102032669,0.238262102032669
"259",2692,NA,1803600,1402200,14400,1385.29174912323,320.58,322.02,0.23141695617757,0.232456448400714
"260",2704,NA,0,330300,0,1648.80314101453,33.03,33.03,0.020032712928771,0.020032712928771
"261",2714,NA,0,3071700,0,20483.5094348921,307.17,307.17,0.0149959654607212,0.0149959654607212
"262",2720,NA,0,117000,0,1762.09796105468,11.7,11.7,0.00663981246138956,0.00663981246138956
"263",2723,NA,0,124200,0,3886.56553164178,12.42,12.42,0.00319562346212479,0.00319562346212479
"264",2725,NA,0,0,1434600,1407.26274949281,0,143.46,0,0.101942583253699
"265",2734,NA,0,1476000,0,1758.12856832225,147.6,147.6,0.0839529046165558,0.0839529046165558
"266",2735,NA,0,0,455400,2318.97927331203,0,45.54,0,0.019637950422454
"267",2741,NA,0,797400,16200,1240.88352044565,79.74,81.36,0.0642606648296548,0.0655661862370293
"268",2744,NA,0,0,296100,1030.85918479311,0,29.61,0,0.0287236127269338
"269",2760,NA,0,0,9102600,1258.14905014732,0,910.26,0,0.723491385931911
"270",2769,NA,0,261900,0,1155.39596118783,26.19,26.19,0.0226675537043376,0.0226675537043376
"271",2772,NA,0,559800,14059800,8924.06492828819,55.98,1461.96,0.00627292612165453,0.163822205659415
"272",2794,NA,0,12600,0,2132.8351912461,1.26,1.26,0.000590762945571923,0.000590762945571923
"273",2798,NA,0,260100,2710800,4475.2853603302,26.01,297.09,0.00581191989019464,0.06638459362468
"274",2802,NA,0,10634400,0,1631.78658017907,1063.44,1063.44,0.651702871513566,0.651702871513566
"275",2809,NA,0,0,1607400,1298.07390649088,0,160.74,0,0.123829621099567
"276",2816,NA,0,229500,0,1121.68718742404,22.95,22.95,0.0204602497535028,0.0204602497535028
"277",2826,NA,0,11433600,0,4030.89157085204,1143.36,1143.36,0.283649406068822,0.283649406068822
"278",2834,NA,0,77400,29700,2170.52806381225,7.74,10.71,0.00356595251130072,0.00493428312610216
"279",2835,NA,0,10164600,0,1474.12175997801,1016.46,1016.46,0.689535985151705,0.689535985151705
"280",2851,NA,0,0,896400,8816.40236423685,0,89.64,0,0.0101674125450103
"281",2877,NA,0,1394100,0,1371.65678360257,139.41,139.41,0.101636212255553,0.101636212255553
"282",2896,NA,0,0,72900,1578.58305109963,0,7.29,0,0.00461806554613761
"283",2902,NA,0,0,19800,1825.41204927695,0,1.98,0,0.00108468660584567
"284",2903,NA,0,0,429300,1190.31509324039,0,42.93,0,0.0360660805225377
"285",2916,NA,0,0,62440200,14295.7489516989,0,6244.02,0,0.436774597895967
"286",2918,NA,0,9173700,0,1240.08008138784,917.37,917.37,0.739766740687685,0.739766740687685
"287",2927,NA,0,0,1308600,1149.65148827344,0,130.86,0,0.113825799674758
"288",2932,NA,0,0,63900,1376.81995680123,0,6.39,0,0.00464112970503849
"289",2935,NA,0,863100,0,2249.3437006049,86.31,86.31,0.0383711924401724,0.0383711924401724
"290",2949,NA,0,0,2819700,1190.84836314606,0,281.97,0,0.236780776399671
"291",2956,NA,0,819000,55800,1892.04651213403,81.9,87.48,0.0432864622908374,0.0462356498315318
"292",2957,NA,0,63000,0,2091.39871836471,6.3,6.3,0.00301233808009887,0.00301233808009887
"293",2962,NA,0,0,549000,1320.77283461657,0,54.9,0,0.0415665726619353
"294",2992,NA,0,8759700,0,3145.22995556594,875.97,875.97,0.278507458079447,0.278507458079447
"295",3008,NA,0,12827700,261900,1440.57416422737,1282.77,1308.96,0.890457452211768,0.908637703288287
"296",3047,NA,2850300,2060100,0,1476.49641990162,491.04,491.04,0.332571073916129,0.332571073916129
"297",3049,NA,0,1486800,0,1852.42031843303,148.68,148.68,0.0802625616446321,0.0802625616446321
"298",3055,NA,0,1521900,0,1474.28273601008,152.19,152.19,0.103229859702406,0.103229859702406
"299",3061,NA,0,21216600,135000,2317.76057766057,2121.66,2135.16,0.915392219735436,0.921216807542355
"300",3072,NA,0,32400,30600,1754.95348419939,3.24,6.3,0.00184620277925947,0.00358983873744897
"301",3081,NA,0,359100,0,3338.9393651264,35.91,35.91,0.010754912285938,0.010754912285938
"302",3087,NA,0,1592100,0,1272.91996129567,159.21,159.21,0.125074635358805,0.125074635358805
"303",3099,NA,0,101700,83700,2206.10608856114,10.17,18.54,0.00460993242923918,0.00840394761436523
"304",3156,NA,0,0,6229800,1160.85682496222,0,622.98,0,0.53665532786119
"305",3167,NA,0,9900,0,3317.53929012475,0.99,0.99,0.00029841394884061,0.00029841394884061
"306",3170,NA,0,328500,0,1356.16756332515,32.85,32.85,0.0242226704784592,0.0242226704784592
"307",3183,NA,0,66600,0,1473.94927256124,6.66,6.66,0.00451847300580917,0.00451847300580917
"308",3184,NA,0,0,3045600,1471.74357224301,0,304.56,0,0.206938223304644
"309",3191,NA,0,70200,634500,1611.72634629178,7.02,70.47,0.00435557811420744,0.0437233033772363
"310",3206,NA,0,0,2917800,1486.37411779532,0,291.78,0,0.196303202879223
"311",3217,NA,0,0,243900,1314.03447764018,0,24.39,0,0.0185611568151553
"312",3222,NA,0,163800,0,4278.0993483824,16.38,16.38,0.00382880308896835,0.00382880308896835
"313",3224,NA,0,3600,0,1399.53466352891,0.36,0.36,0.00025722835552516,0.00025722835552516
"314",3241,NA,0,1944000,0,1284.53357551763,194.4,194.4,0.151338979147869,0.151338979147869
"315",3250,NA,0,0,3768300,3659.26386947365,0,376.83,0,0.102979728557865
"316",3256,NA,0,0,375300,1170.65072561667,0,37.53,0,0.0320590925873557
"317",3258,NA,0,0,226800,1698.96571850231,0,22.68,0,0.013349298195371
"318",3270,NA,0,0,552600,2053.54123481292,0,55.26,0,0.0269096130446265
"319",3273,NA,0,7200,900,1829.86952815755,0.72,0.81,0.000393470675871056,0.000442654510354938
"320",3274,NA,0,313200,0,1366.26409738707,31.32,31.32,0.0229238256790166,0.0229238256790166
"321",3276,NA,0,355500,0,1132.11136706571,35.55,35.55,0.0314015043344553,0.0314015043344553
"322",3279,NA,0,0,2260800,1418.53325517608,0,226.08,0,0.159375889973011
"323",3281,NA,0,0,2318400,1673.1063619708,0,231.84,0,0.138568596276754
"324",3284,NA,0,0,589500,1217.26752944586,0,58.95,0,0.0484281380830357
"325",3297,NA,0,3675600,0,1203.65679946797,367.56,367.56,0.305369437668998,0.305369437668998
"326",3311,NA,0,1154700,0,4955.87465861371,115.47,115.47,0.0232996207438991,0.0232996207438991
"327",3336,NA,0,1711800,0,1025.48615303861,171.18,171.18,0.166925705913023,0.166925705913023
"328",3337,NA,0,2821500,0,1691.64810807196,282.15,282.15,0.166790007125996,0.166790007125996
"329",3343,NA,0,43200,4313700,3415.9912579498,4.32,435.69,0.00126464023874369,0.12754423741163
"330",3355,NA,0,98100,0,1160.71123398506,9.81,9.81,0.00845171452878885,0.00845171452878885
"331",3362,NA,0,40500,5999400,3581.82265977617,4.05,603.99,0.00113070924629559,0.168626438930883
"332",3372,NA,0,0,1770300,1185.40984888241,0,177.03,0,0.149340753467589
"333",3376,NA,0,86400,0,2644.43520545641,8.64,8.64,0.00326723830562103,0.00326723830562103
"334",3380,NA,0,900900,0,1095.13738260991,90.09,90.09,0.0822636515112825,0.0822636515112825
"335",3396,NA,0,182700,0,2009.14636992096,18.27,18.27,0.00909341413523733,0.00909341413523733
"336",3409,NA,0,178200,0,2353.33141658252,17.82,17.82,0.0075722441278067,0.0075722441278067
"337",3412,NA,26100,1011600,0,1057.31713908998,103.77,103.77,0.0981446305592977,0.0981446305592977
"338",3415,NA,0,4189500,0,1262.15507090986,418.95,418.95,0.331932271759594,0.331932271759594
"339",3419,NA,0,0,7158600,2329.91982765751,0,715.86,0,0.307246623468466
"340",3420,NA,0,10094400,0,7145.28932314572,1009.44,1009.44,0.141273495634407,0.141273495634407
"341",3431,NA,0,9949500,0,2145.84288418403,994.95,994.95,0.463663955703977,0.463663955703977
"342",3435,NA,0,52200,0,3176.09970194559,5.22,5.22,0.00164352523215892,0.00164352523215892
"343",3454,NA,0,0,1796400,1206.90711718153,0,179.64,0,0.148843268419455
"344",3456,NA,2831400,775800,587700,1132.53669967082,360.72,419.49,0.318506234813269,0.370398592930301
